job_title,company_name,location,start_date,ctc,experience,posted
sales associate,Unicorn Vision,Pune,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,6 days ago
junior talent acquisition specialist,SGM Placements And Personnel Services,"Mumbai, Uran, Panvel, Thane, Navi Mumbai, Kalyan",Starts Immediately,"₹ 2,00,000 - 2,00,001",0-2 years,6 days ago
graphic designer,Matter Magnet,Kolkata,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,6 days ago
accountant,Jabita's Choice,Hyderabad,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,6 days ago
chat customer service representative,Vipsa Talent Solutions Private Limited,Ahmedabad,Starts Immediately,"₹ 2,50,000 - 3,50,000",0-2 years,6 days ago
graphic designer trainee,Recruit CRM,Work from home,Starts Immediately,"₹ 5,00,000",0-5 years,6 days ago
social media manager,Kaarwan,Work from home,Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2 years,6 days ago
marketing executive,Global Buildtech Private Limited,Delhi,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2 years,6 days ago
business research executive,Eddifice Spaces,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,6 days ago
odoo developer,EArbor,"Hyderabad, Bangalore",Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2 years,6 days ago
associate graphic designer,Stylinc Ventures Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,6 days ago
wheelchair companion,MobiCrew,Mumbai,Starts Immediately,"₹ 2,10,000",0-2 years,6 days ago
business development executive for influencer marketing,Isekmedia Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,6 days ago
business development executive,Career Plus,Delhi,Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2 years,6 days ago
senior executive executive   marketing,ISA Tourism Private Limited,Delhi,Starts Immediately,"₹ 3,00,000 - 3,25,000",0-2 years,6 days ago
marketing operations associate,TransWeb Global Incorporation,Work from home,Starts Immediately,"₹ 2,40,000 - 2,60,000",0-2 years,6 days ago
frontend developer,Technology Xtend,Delhi,Starts Immediately,"₹ 2,00,000 - 3,60,000",0-2 years,6 days ago
international database executive,EPP Composites,Work from home,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,6 days ago
junior full stack developer,Arca Innovation,Work from home,Starts Immediately,"₹ 3,00,000 - 5,50,000",0-5 years,7 days ago
data entry specialist,Nexus Tech Solution,Work from home,Starts Immediately,"₹ 2,20,000 - 2,45,000",0-2 years,1 week ago
associate accountant  uk accounting,FATPOS HUB,Mumbai,Starts Immediately,"₹ 2,40,000 - 4,80,000",0-2 years,1 week ago
sales coordinator,Pixabits Technology Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
associate graphic designer,Veda5 - Himalayan Naturals,Mumbai,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago
junior full stack developer,Vertical Farming Technologies Private Limited,Bangalore,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,1 week ago
voice over artist,Unbound Script,Delhi,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
digital marketing executive,Zama Organics,Mumbai,Starts Immediately,"₹ 2,40,000 - 3,50,000",0-2 years,1 week ago
digital marketing executive,Chatorabilla.com,Pune,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5 years,1 week ago
php developer,SEDOTS Info Technologies Private Limited,Hyderabad,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5 years,1 week ago
content and graphics specialist  educational ,Avorise Tech Solutions,Work from home,Starts Immediately,"₹ 2,00,000 - 7,00,000",0-5 years,1 week ago
junior copywriter,Black Tie Digital India,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
wordpress developer,Terse Job,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago
senior executive   inside sales,REXA Global Marketing Private Limited,Bangalore,Starts Immediately,"₹ 2,50,000 - 3,50,000",0-2 years,1 week ago
digital marketing manager,LAE Vidhi Parishad LLP,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
senior video editor,Vidsly Private Limited,Jaipur,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,1 week ago
digital marketing specialist,Explorers Private Limited,Hyderabad,Starts Immediately,"₹ 2,40,000 - 3,40,000",0-2 years,1 week ago
data entry executive,GRS Infotech,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago
full stack developer,Viable Recommerce India Private Limited,Ahmedabad,Starts Immediately,"₹ 3,20,000 - 4,00,000",0-2 years,1 week ago
human resources  hr  executive,SAI MANOJ VARMA,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago
junior social media marketing associate,Purlinautomation India Private Limited,Bangalore,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
social media marketing manager,F13 Technologies,Delhi,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago
sme for answer creation,SpireEdu,Work from home,Starts Immediately,"₹ 2,00,000 - 2,00,001",0-2 years,1 week ago
academic counselors,NEXUS CONSULTANTS,Kochi,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,1 week ago
personal secretary,Mu Learnings,Bangalore,Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2 years,1 week ago
executive assistant,Amardeep B,Bangalore,Starts Immediately,"₹ 2,50,000 - 5,00,000",0-5 years,1 week ago
senior game developer,Dhanadhipati Technologies LLP,"Hyderabad, Vijayawada",Starts Immediately,"₹ 12,00,000",0-5 years,1 week ago
architect,Setu Design Studio,Delhi,Starts Immediately,"₹ 2,10,000 - 3,25,000",0-2 years,1 week ago
junior operations manager,Shikshantar,Work from home,Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2 years,1 week ago
operations executive,TogetherV,Gurgaon,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,1 week ago
reachout communication executive,Aastitva Being Foundation,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago
financial planner,Money Honey Financial Services,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,1 week ago
sme for solution creation,SpireEdu,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
junior social media marketing associate,Media29,Noida,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
digital marketing executive,Dr. Vaidya's RP-Sanjiv Goenka Group,Mumbai,Starts Immediately,"₹ 2,00,000 - 5,50,000",0-5 years,1 week ago
software engineer,Wesoftek Solutions Private Limited,Gurgaon,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
customer care executive,Career Comfort,Kolkata,Starts Immediately,"₹ 2,00,000 - 2,28,000",0-2 years,1 week ago
business development executive,Provost Solutions,Hyderabad,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago
field sales executive,Worksupp,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
subject matter expert,Gyanohm Learning Private Limited,Indore,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
corporate relations manager,Dynapix Digital Media Private Limited,"Delhi, Hyderabad",Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
hr executive,Ducom Instruments,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
industrial designer,CAD Dzigner,Mumbai,Starts Immediately,"₹ 2,80,000 - 3,00,000",0-2 years,1 week ago
assistant manager,Paizatto,Chennai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
business development executive,Nettrix Marketing Private Limited,Bangalore,Starts Immediately,"₹ 3,00,000",0-2 years,1 week ago
social media and cms associate,Marine Insight,Work from home,Starts Immediately,"₹ 2,00,000 - 2,80,000",0-2 years,1 week ago
hr recruiter,Eldon Marques,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,64,000",0-2 years,1 week ago
boq executive   interior,Design Desk,Mumbai,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,1 week ago
human resources   admin,Advance Biofuel,Ahmedabad,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,1 week ago
assembly line technician   electronics,Meeple Technologies Private Limited,Indore,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago
business development executive,Global Credit Solutions India Private Limited,Gurgaon,Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2 years,1 week ago
head of human resources,Webiniser LTD,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
employee engagement champion,Uni Design,Mumbai,Starts Immediately,"₹ 2,50,000 - 3,50,000",0-2 years,1 week ago
manager supervisor,M & M Waggy Tales Private Limited,Hyderabad,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
digital marketing executive,Abhjeet Khanna,Delhi,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
junior sales executive,Snevicorp,Mumbai,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,1 week ago
business development associate,Success Tea Consultants,Gurgaon,Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2 years,1 week ago
social media marketing strategist,Calling Dreams,Work from home,Starts Immediately,"₹ 2,50,000 - 4,00,000",0-2 years,1 week ago
software engineer,Skillventory,Navi Mumbai,Starts Immediately,"₹ 5,00,000 - 10,00,000",0-5 years,1 week ago
ui ux designer,NetArt,Work from home,Starts Immediately,"₹ 3,50,000 - 3,60,000",0-2 years,1 week ago
sales and operations associate,Caterbinge,Hyderabad,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
field sales associate,Miko,"Pune, Kochi, Delhi, Chennai, Mumbai, Bangalore",Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2 years,1 week ago
associate trainee   non it,American Chase,Indore,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
donor relationship executive,Akshaya Chaitanya,"Navi Mumbai, Mumbai",Starts Immediately,"₹ 2,00,000 - 2,70,000",0-2 years,1 week ago
business development executive,DizitalSquare,Bhubaneswar,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
junior video editor,CC Media,Chennai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
client service executive,GRACE MEDIA AND ENTERTAINMENT,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
financial advisor investment specialist,Money Honey Financial Services Private Limited,Mumbai,Starts Immediately,"₹ 2,10,000 - 3,00,000",0-2 years,1 week ago
accountant,Keekoo Hospitality Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
social media specialist,APVM Electronics Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 2,80,000",0-2 years,1 week ago
senior social media marketing executive,Wolf Bread,Work from home,Starts Immediately,"₹ 2,00,000 - 2,05,000",0-2 years,1 week ago
react developer,Optimize For SEO,Ranchi,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
business development associate,Intrainz Eductech,"Bangalore, Hyderabad",Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
web application maintainence executive,A1 Advance,Work from home,Starts Immediately,"₹ 6,00,000 - 8,00,000",0-5 years,1 week ago
marketing manager,Blackcoffer,Work from home,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago
application tester,Blackcoffer,Work from home,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago
business development associate,Infovie Software Solutions Private Limited,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago
  support engineer,NebulARC Technologies,"Delhi, Gurgaon",Starts Immediately,"₹ 3,00,000 - 4,50,000",0-2 years,1 week ago
business development coordinator,Orell Software Solutions Private Limited,Kakkanad,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,1 week ago
business development executive,Wealth Wisdom India Private Limited,Indore,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
associate graphic designer,Psykart,Noida,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
interior designer,Livspace,Kolkata,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
marketing specialist,Seekskincare & Wellness,Kolkata,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,1 week ago
hotel management specialist,Platos,Bhubaneswar,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago
financial analyst,Money Stories Finserve,Bangalore,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5 years,1 week ago
talent acquisition executive,TalentXO,Work from home,Starts Immediately,"₹ 3,50,000",0-2 years,1 week ago
business development executive officer,Centre For Teacher Accreditation (CENTA),Bangalore,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago
junior copywriter,Stytch,"Noida, Delhi, Ghaziabad",Starts Immediately,"₹ 2,75,000 - 3,00,000",0-2 years,1 week ago
social media manager,Sports Paddock Private Limited,Bangalore,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago
accounts assistant,Vipin K Gupta & Company,Delhi,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago
  sales executive,WorkStore Limited,Gurgaon,Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2 years,1 week ago
content writer,Cenmax Systems Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,1 week ago
full stack developer,Pushwinder Singh,Work from home,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5 years,1 week ago
business development associate,Bhash Software Labs Private Limited,Bangalore,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
customer service associate,Wear Your Opinion,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
business development trainee,HireEasi,Delhi,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago
digital marketing executive,The Design House,Noida,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
junior embedded engineer,Vertical Farming Technologies Private Limited,"Bangalore, Ahmedabad",Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
banquet sales and operations manager,Ritumbhara Resort,Alwar,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,1 week ago
business development associate,Digitalbuddha Info Solutions LLP,Kannur,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,1 week ago
telecaller,Mtrench,Work from home,Starts Immediately,"₹ 2,00,000 - 2,16,000",0-2 years,1 week ago
operations manager,Wargstech,Pune,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago
business development associate,Vidhu Vinayak Private Limited,Patna,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5 years,1 week ago
business development executive,Global Garner Sales Services Private Limited,Ahmedabad,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago
experience curator   travel and tourism  sales ,LivingStone Stays,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago
software developer,Zero65 Technologies Private Limited,Bangalore,Starts Immediately,"₹ 3,50,000 - 9,00,000",0-5 years,1 week ago
hr executive,Hectec Solutions,Pune,Starts Immediately,"₹ 4,00,000 - 5,00,000",0-5 years,1 week ago
business development representative,Uplers Solution Private Limited,Work from home,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2 years,1 week ago
customer relationship manager,Sound And Pixels,Bangalore,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5 years,1 week ago
mis executive,Team Computers Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 3,60,000",0-2 years,1 week ago
sales executive,Inrext Private Limited,Noida,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,1 week ago
administration supervisor,Asha Sweet Center,Bangalore,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
sales officer,Qween Network LLP,Ahmedabad,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
junior social media marketing associate,Artifex HR,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago
telecaller,Creativespot,"Ghaziabad, Noida, Delhi",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
junior software developer,Boostmychild,Pune,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
business development executive,Bestla Industries Private Limited,Pune,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
equity   fixed income analyst,Bahar Infocons Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
junior animator,TimesPro,Bangalore,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2 years,1 week ago
business development executive,VSR ENTERPRISES,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
media buyer,Mohammed Ashfaq,Mumbai,Starts Immediately,"₹ 7,50,000 - 8,00,000",0-5 years,1 week ago
business development executive,BioFics Private Limited,"Surat, Ahmedabad",Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,1 week ago
associate back end operations executive,A1 Advance,Work from home,Starts Immediately,"₹ 5,00,000 - 7,00,000",0-5 years,1 week ago
event management executive,A1 Advance,Work from home,Starts Immediately,"₹ 5,00,000 - 7,00,000",0-5 years,1 week ago
junior social media marketing associate,A1 Advance,Work from home,Starts Immediately,"₹ 5,00,000 - 7,00,000",0-5 years,1 week ago
content   e commerce management executive,A1 Advance,Work from home,Starts Immediately,"₹ 5,00,000 - 7,00,000",0-5 years,1 week ago
event management associate,A1 Advance,Work from home,Starts Immediately,"₹ 5,00,000 - 7,00,000",0-5 years,1 week ago
associate accountant,A1 Advance,Work from home,Starts Immediately,"₹ 5,00,000 - 7,00,000",0-5 years,1 week ago
junior front end developer,Zedex Info Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago
product marketing executive,A1 Advance,Work from home,Starts Immediately,"₹ 5,00,000 - 7,00,000",0-5 years,1 week ago
product listing   website maintenance editor,A1 Advance,Work from home,Starts Immediately,"₹ 5,00,000 - 7,00,000",0-5 years,1 week ago
performance marketing manager,Kyros Solution Private Limited,Bangalore,Starts Immediately,"₹ 4,00,000 - 7,00,000",0-5 years,1 week ago
full stack software engineer,Flair Labs,Mumbai,Starts Immediately,"₹ 5,00,000 - 5,50,000",0-5 years,1 week ago
graphic designer,Prithvidhan Chopda Marketing Private Limited (PCM Private Limited),Chennai,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
corporate sales executive,Edit It Media,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
canva designer   social media handler,Butterfly Bow,Delhi,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,1 week ago
interior designer,S-thetic Studio,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2 years,1 week ago
junior search engine optimization  seo  associate,Search Combat,Work from home,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,1 week ago
customer support executive,Arca Innovation,Navi Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
accountant,CattleGuru Private Limited,Jhajjar,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago
process trainee,Justohire,Bangalore,Starts Immediately,"₹ 2,16,000 - 2,64,000",0-2 years,1 week ago
business development associate,Primespace,Bangalore,Starts Immediately,"₹ 4,00,000",0-2 years,1 week ago
tele sales executive,Animall Technologies Private Limited,Gurgaon,Starts Immediately,"₹ 2,50,000 - 3,50,000",0-2 years,1 week ago
field sales executive,Globuzzcation Metier Endeavour Private Limited,"Chandigarh, Jaipur, Delhi, Gurgaon, Ahmedabad, Chennai, Kolkata, Surat, Visakhapatnam, Indore, Bhopal, Greater Noida, Pune, Mumbai, Noida",Starts Immediately,"₹ 2,52,000 - 3,00,000",0-2 years,1 week ago
tour consultant,TourTravelIt,"Vasundhra, Delhi, Ghaziabad, Shahdara",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
graphic designer,BM INNOVATIONS PRIVATE LIMITED,Work from home,Starts Immediately,"₹ 3,00,000",0-2 years,1 week ago
pre sales executive,Capitalist Yard,Bangalore,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2 years,1 week ago
business development executive,UFaber Edutech Private Limited,Work from home,Starts Immediately,"₹ 3,52,000",0-2 years,1 week ago
business development executive,EV ChargeMan,"Hyderabad, Visakhapatnam, Bangalore, Bhubaneswar",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
sap operating executive,A1 Advance,Work from home,Starts Immediately,"₹ 6,00,000 - 8,00,000",0-5 years,1 week ago
food and beverages executive,SECOND INNINGS,Vadodara,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
software tester,A1 Advance,Work from home,Starts Immediately,"₹ 4,00,000 - 7,00,000",0-5 years,1 week ago
front end developer,A1 Advance,Work from home,Starts Immediately,"₹ 4,00,000 - 7,00,000",0-5 years,1 week ago
back end developer,A1 Advance,Work from home,Starts Immediately,"₹ 4,00,000 - 7,00,000",0-5 years,1 week ago
graphic designer,A1 Advance,Work from home,Starts Immediately,"₹ 4,00,000 - 7,00,000",0-5 years,1 week ago
python developer,A1 Advance,Work from home,Starts Immediately,"₹ 4,00,000 - 7,00,000",0-5 years,1 week ago
java developer,A1 Advance,Work from home,Starts Immediately,"₹ 4,00,000 - 7,00,000",0-5 years,1 week ago
business development executive,PacketPrep,"Guntur, Visakhapatnam, Hyderabad, Kakinada",Starts Immediately,"₹ 4,00,000",0-2 years,1 week ago
subject matter expert,Gurleen Jaura,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
video editor   graphic designer,Brilliance Academy,Work from home,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,1 week ago
digital marketing executive,Moneytor,"Mumbai, Visakhapatnam, Pune",Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2 years,1 week ago
information technology engineer,Centre For Women's Development And Research,Chennai,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,1 week ago
assistant manager  sales   alliances,Hello Jarvis,Gurgaon,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,1 week ago
customer sales representative   loan sales,PaisaOnDemand,Jaipur,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago
graphic designer,JBM Global School,Noida,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2 years,1 week ago
sales   marketing executive,WAYTOGO Consultants Private Limited,Pune,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5 years,1 week ago
sales executive specialist – music production and education,NuWave Sounds LLP,Work from home,Starts Immediately,"₹ 2,50,000 - 10,00,000",0-5 years,1 week ago
social media manager,Brilliance Academy,Work from home,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,1 week ago
digital marketing associate,Taaz ITSolutions,Jaipur,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
 net developer,PeaceInfotech Services Private Limited,"Mumbai, Thane",Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,1 week ago
digital marketing executive,HavStrategy,Delhi,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5 years,1 week ago
digital marketing specialist,Fenebris India Private Limited,Noida,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
recruitment associate,Confluencr,Bangalore,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago
junior banking officer,WeMakeScholars,"Ahmedabad, Faridabad, Delhi, Kolkata, Ludhiana, Begumpet, Noida, Bangalore, Hyderabad, Lucknow, Meerut, Visakhapatnam, Secunderabad, Jaipur",Starts Immediately,"₹ 3,50,000 - 3,90,000",0-2 years,1 week ago
associate    program management,Kraftshala,Delhi,Starts Immediately,"₹ 4,50,000",0-2 years,1 week ago
devops engineer,Makerble,Work from home,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,1 week ago
back office executive,WEBAPPS SOFTWARE SOLUTIONS,Work from home,Starts Immediately,"₹ 2,50,000 - 3,50,000",0-2 years,1 week ago
data entry executive,WEBAPPS SOFTWARE SOLUTIONS,Work from home,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago
data entry manager,WEBAPPS SOFTWARE SOLUTIONS,Work from home,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
back office operator executive,WEBAPPS SOFTWARE SOLUTIONS,Work from home,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago
accounts executive   entry level,WEBAPPS SOFTWARE SOLUTIONS,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
international chat process executive,WEBAPPS SOFTWARE SOLUTIONS,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
customer success expert,Furrl,Bangalore,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,1 week ago
backend developer,PlayTheory Labs,Work from home,Starts Immediately,"₹ 3,00,000 - 3,00,001",0-2 years,1 week ago
growth hacker,DeepThought Edutech Ventures Private Limited,Hyderabad,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,"1 week ago


Be an early applicant"
recruiter,Sunrise Enterprises,Work from home,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,1 week ago
customer support executive,Testbook,Navi Mumbai,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2 years,1 week ago
angular js developer,Blackcoffer,Work from home,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago
influencer marketing   senior associate,Confluencr,Bangalore,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5 years,"1 week ago


Be an early applicant"
business development associate,Confluencr,Bangalore,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5 years,"1 week ago


Be an early applicant"
data entry operator,WEBAPPS SOFTWARE SOLUTIONS,Work from home,Starts Immediately,"₹ 2,50,000 - 4,50,000",0-2 years,1 week ago
data entry executive,WEBAPPS SOFTWARE SOLUTIONS,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
telecaller,WEBAPPS SOFTWARE SOLUTIONS,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
logistics and operations executive,Rydeu Logistics UG,Work from home,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,1 week ago
business analyst,DeepThought Edutech Ventures Private Limited,Hyderabad,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago
engineer project manager   interior fitout   commercial retail showroom,Square And Cube,Delhi,Starts Immediately,"₹ 6,00,000 - 7,20,000",0-5 years,1 week ago
social media manager,Tanden Spine Therapy Centre,Delhi,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,1 week ago
junior account manager,Way2Cloud,Pune,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
social media executive,Minds Journal Private Limited,Kolkata,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
accountant,Pacific Group Of Companies,Ahmedabad,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,1 week ago
swift developer,App Successor,Noida,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2 years,1 week ago
sales and marketing representative,Agri Industries Vikas Chamber,Delhi,Starts Immediately,"₹ 3,00,000",0-2 years,1 week ago
